genre,f0,f1,f2,f3,f4,f5,f6,f7
jazz,65.41666666666667,3.0945741046045234,12.0,0.8689583333333334,0.3486117682043387,82.33333333333333,0.2708333333333333,1.2311043524671856
jazz,71.58333333333333,5.330077130982461,18.0,0.9183333333333333,0.3466947104041569,80.79166666666667,0.3333333333333333,1.3623668590282656
jazz,62.770833333333336,1.9282935389152303,10.0,0.8977083333333334,0.3720844414877115,79.41666666666667,0.20833333333333334,1.2949041748683352
jazz,72.16666666666667,4.164999666533267,16.0,0.8929166666666667,0.36381633606655006,80.5,0.3333333333333333,1.3355195597000185
jazz,59.958333333333336,2.2263416678987578,9.0,0.9268749999999999,0.3432513428597185,78.58333333333333,0.20833333333333334,1.3913006573848354
jazz,64.47916666666667,2.957966526555401,13.0,0.9041666666666668,0.3884951379647141,77.3125,0.2916666666666667,1.3732884734557385
jazz,65.70833333333333,3.7302721825029814,14.0,0.9562500000000002,0.47806304064770927,80.375,0.3125,1.4052221043368824
jazz,59.291666666666664,7.314250740088754,21.0,0.9181249999999999,0.38783940109492054,80.47916666666667,0.4375,1.2619729894754823
jazz,58.791666666666664,3.989352147348684,15.0,0.8927083333333333,0.419899489874925,79.89583333333333,0.3333333333333333,1.3909752449941406
jazz,74.375,4.653067984316011,18.0,0.9458333333333333,0.44669076427534166,79.20833333333333,0.3541666666666667,1.369988087830234
jazz,67.27083333333333,2.128571345344624,10.0,0.8854166666666666,0.35138392069390745,80.45833333333333,0.20833333333333334,1.40264252968932
jazz,55.166666666666664,4.6338129248192805,15.0,0.7747916666666667,0.34884326461018117,78.75,0.3333333333333333,1.291753977588131
jazz,64.6875,4.941981088929149,17.0,0.8910416666666667,0.4312783303898874,78.47916666666667,0.375,1.3732884734557385
jazz,65.6875,2.228192933746986,8.0,0.9241666666666667,0.4049116844723331,79.1875,0.1875,1.387390671225626
jazz,66.3125,3.835993189514288,15.0,0.8114583333333334,0.30792984579373844,79.75,0.3333333333333333,1.3935764164947073
jazz,64.02083333333333,1.6518875987454136,8.0,0.8829166666666666,0.3671793291053055,78.89583333333333,0.1875,1.2709093211121771
jazz,62.229166666666664,1.9065630435128256,8.0,0.9402083333333332,0.36492858652603377,77.60416666666667,0.1875,1.2616142196062634
jazz,65.0,3.6285901761795403,14.0,0.9191666666666668,0.38332880432107136,80.3125,0.2916666666666667,1.4084399288030096
jazz,58.3125,5.091480834033781,15.0,0.9004166666666666,0.3577648106259505,79.625,0.2916666666666667,1.4395940275776404
jazz,66.54166666666667,3.188248822716878,13.0,0.9577083333333333,0.3688791558183008,76.70833333333333,0.2916666666666667,1.341944428189062
jazz,60.520833333333336,3.233867546074755,14.0,0.8389583333333334,0.3742784145488786,79.54166666666667,0.3125,1.3981168217826945
jazz,67.77083333333333,3.0905742679242567,12.0,0.8516666666666666,0.37805606580094553,79.58333333333333,0.2708333333333333,1.3246282907466707
jazz,64.375,2.6427968139832467,10.0,0.8920833333333333,0.375427302846,79.3125,0.22916666666666666,1.3150244374776547
jazz,53.104166666666664,3.2611321100024284,15.0,0.8952083333333333,0.3747887715285623,79.08333333333333,0.22916666666666666,1.2959525389651965
jazz,64.14583333333333,3.2659198763731005,13.0,0.9466666666666667,0.37045767489537706,78.35416666666667,0.2708333333333333,1.3719692719279581
jazz,72.3125,2.701513850294559,11.0,0.8708333333333335,0.3761528575223405,79.6875,0.25,1.5017720029805357
jazz,74.6875,5.4050757395248406,18.0,0.94625,0.3806771652813794,81.22916666666667,0.3541666666666667,1.2819038579908142
jazz,68.97916666666667,3.90773582852725,14.0,0.9452083333333333,0.3696563132567271,80.27083333333333,0.3125,1.346995046071865
jazz,69.875,3.683437027198013,14.0,0.85125,0.33566243583894423,81.08333333333333,0.3125,1.3018773226194347
jazz,66.77083333333333,2.501995731189182,12.0,0.9164583333333334,0.3988237370868099,79.0625,0.25,1.3623668590282654
jazz,64.72916666666667,3.005131606472872,12.0,0.9631250000000001,0.3924610184995023,81.04166666666667,0.2708333333333333,1.341944428189062
jazz,62.1875,6.830252100032619,23.0,0.96625,0.38610029461268225,80.85416666666667,0.4583333333333333,1.344303744589899
rock,45.0625,2.49504717724268,11.0,0.50625,0.13813678305698787,95.5625,0.25,1.4288624162026227
rock,57.458333333333336,3.517565051123986,14.0,0.50125,0.14575414516689852,95.29166666666667,0.3125,1.2687703417766447
rock,54.479166666666664,2.922538731803035,12.0,0.5152083333333333,0.1543533498088792,92.625,0.2708333333333333,1.467622498806854
rock,50.8125,2.3510303592255033,10.0,0.484375,0.12974183098882694,94.41666666666667,0.20833333333333334,1.4561649899803126
rock,45.125,5.677532474587882,16.0,0.45916666666666667,0.1417573239338585,94.16666666666667,0.3333333333333333,1.1796524489897118
rock,49.4375,2.0300477211139643,8.0,0.4937500000000001,0.12425821569082128,94.29166666666667,0.1875,1.3341630133268838
rock,49.895833333333336,2.200753501013283,10.0,0.4808333333333334,0.13010946246227528,95.29166666666667,0.22916666666666666,1.3126124949095472
rock,51.083333333333336,3.516824641001532,13.0,0.5347916666666667,0.144956740433904,94.04166666666667,0.2916666666666667,1.1998189089252498
rock,54.291666666666664,2.0202963204001096,8.0,0.4925,0.13090231727004173,94.89583333333333,0.1875,1.3831423798421285
rock,59.333333333333336,4.984698809579394,17.0,0.5072916666666666,0.12063615377332876,94.27083333333333,0.375,1.367342043664649
rock,50.833333333333336,2.953340857778225,11.0,0.5175,0.16246153390879947,93.66666666666667,0.25,1.387390671225626
rock,52.0625,2.49504717724268,10.0,0.46208333333333335,0.14206744779231525,91.85416666666667,0.22916666666666666,1.270909321112177
rock,54.791666666666664,4.476598100740735,18.0,0.480625,0.12453925502293109,93.58333333333333,0.375,1.4039329094743507
rock,47.541666666666664,3.341396497806801,11.0,0.5058333333333334,0.1673050274863915,93.625,0.25,1.346995046071865
rock,47.020833333333336,2.4536502003251313,10.0,0.48187500000000005,0.12760055266991074,93.64583333333333,0.22916666666666666,1.374606408954306
rock,48.4375,3.6680276830107665,15.0,0.50875,0.1518994321911705,94.35416666666667,0.3125,1.4561649899803126
rock,62.5,3.9104560688833554,16.0,0.49729166666666674,0.14141751988546383,95.16666666666667,0.3125,1.2222473716038358
rock,43.354166666666664,3.11909163682135,13.0,0.5483333333333333,0.13649379310267393,95.72916666666667,0.2916666666666667,1.346658927527375
rock,48.375,3.767321108338568,14.0,0.48625,0.115101857065818,94.875,0.2916666666666667,1.3311057293291106
rock,54.916666666666664,3.5697416651006493,12.0,0.51375,0.1140472307131275,93.85416666666667,0.2708333333333333,1.3307655975414372
rock,43.8125,4.24095237928149,16.0,0.4833333333333334,0.1331248369847724,95.20833333333333,0.3333333333333333,1.3480028988474175
rock,56.791666666666664,3.29746325057443,15.0,0.4772916666666666,0.11566365720148322,96.83333333333333,0.2916666666666667,1.4975459025334277
rock,58.083333333333336,4.872684635347905,18.0,0.48604166666666665,0.14753162914176138,92.58333333333333,0.3541666666666667,1.4032878679013743
rock,52.25,3.75,14.0,0.5047916666666666,0.13324459937982058,94.54166666666667,0.3125,1.318119021424131
rock,51.9375,3.561403339977094,15.0,0.5114583333333332,0.13361932219514097,94.97916666666667,0.2916666666666667,1.3259945915645006
rock,42.958333333333336,3.1817077001020837,13.0,0.5012500000000001,0.15292461378077762,93.54166666666667,0.25,1.4561649899803126
rock,42.125,4.479699580701069,13.0,0.5120833333333333,0.1448556513299437,94.97916666666667,0.2708333333333333,1.2314720109351305
rock,61.229166666666664,5.284567087809138,15.0,0.519375,0.1288798899815897,95.08333333333333,0.3125,1.2013271671057961
rock,47.0,4.509249752822894,16.0,0.4860416666666667,0.14024887972418493,94.41666666666667,0.3541666666666667,1.4138934234754172
rock,47.958333333333336,4.3106376816223175,15.0,0.48854166666666665,0.13060738849910275,93.95833333333333,0.2916666666666667,1.4993585470168398
rock,63.3125,4.340488883754916,14.0,0.5216666666666666,0.12374929853897713,93.25,0.22916666666666666,1.3122675697965338
rock,52.583333333333336,2.5317429218272185,10.0,0.46687499999999993,0.13927126184177407,95.3125,0.22916666666666666,1.374606408954306
rock,57.8125,2.962658223622833,12.0,0.5133333333333333,0.15446592576429996,94.85416666666667,0.25,1.3673420436646493
rock,54.6875,2.1809425523536072,9.0,0.49625,0.11659447170999718,94.08333333333333,0.20833333333333334,1.3520267970482773
rock,43.958333333333336,4.769514009717226,15.0,0.5354166666666668,0.1737090279429624,94.02083333333333,0.2916666666666667,1.2833156468085294
rock,57.6875,2.5589406173909808,12.0,0.49750000000000005,0.15383297219170322,95.45833333333333,0.25,1.2769503053722264
rock,59.895833333333336,3.996037533885564,13.0,0.5060416666666666,0.117273533234154,94.625,0.2708333333333333,1.3600388778295223
rock,48.770833333333336,3.770718230287464,12.0,0.48291666666666666,0.12699997265966462,94.58333333333333,0.2708333333333333,1.3307655975414372
rock,58.895833333333336,3.4048958827286073,14.0,0.46979166666666666,0.1288003879285911,93.41666666666667,0.3125,1.3081213743778213
rock,60.395833333333336,4.395734596047501,15.0,0.5029166666666667,0.1471246400920737,96.1875,0.3125,1.3259945915645006
pop,59.3125,3.6294871653352536,14.0,0.7210416666666667,0.18966241482492577,86.64583333333333,0.3125,1.309850550776288
pop,62.145833333333336,1.968391722249975,8.0,0.7195833333333331,0.20664944484695708,85.625,0.1875,1.3899985507286023
pop,62.541666666666664,2.2263416678987578,10.0,0.7641666666666667,0.19350746468518698,83.85416666666667,0.22916666666666666,1.550420144871207
pop,63.958333333333336,1.5937159582421063,7.0,0.7085416666666666,0.1787804704021729,86.5,0.16666666666666666,1.3126124949095475
pop,65.41666666666667,3.43288832067433,15.0,0.7179166666666666,0.18562909179927112,85.75,0.3333333333333333,1.3990878487466891
pop,73.10416666666667,4.664759654997124,15.0,0.7166666666666667,0.22162593610756742,83.875,0.3333333333333333,1.2244676229734601
pop,72.95833333333333,2.169469341157469,11.0,0.6570833333333334,0.18326845442925765,85.1875,0.22916666666666666,1.2583806878826593
pop,72.41666666666667,4.549877898239566,15.0,0.695625,0.1884134002001981,85.95833333333333,0.3125,1.258380687882659
pop,58.958333333333336,3.605310512131915,15.0,0.674375,0.20181371618813887,84.97916666666667,0.3333333333333333,1.417410974463529
pop,65.20833333333333,2.327000334240534,9.0,0.6537499999999999,0.18630871557713022,84.375,0.20833333333333334,1.2630486876302836
pop,61.125,2.9341736485763756,12.0,0.688125,0.18720149850272744,85.5625,0.25,1.324286495284718
pop,63.083333333333336,5.826782035471113,21.0,0.6933333333333334,0.1784228747168429,85.91666666666667,0.4166666666666667,1.362699103115397
pop,62.041666666666664,5.171872377474998,17.0,0.6970833333333332,0.20550707949416783,83.64583333333333,0.3541666666666667,1.4061882248390045
pop,64.25,4.413520892288454,16.0,0.67125,0.16671613849094913,83.77083333333333,0.3333333333333333,1.398116821782695
pop,63.333333333333336,3.210226714043037,13.0,0.6579166666666666,0.19308847640970767,85.0625,0.2916666666666667,1.4084399288030096
pop,57.791666666666664,3.278454496998378,13.0,0.6970833333333334,0.20477587680735793,83.1875,0.2916666666666667,1.2497170345181627
pop,62.5,4.0259574430603875,16.0,0.7174999999999999,0.18950043975322767,83.6875,0.3541666666666667,1.3402566594062657
pop,63.270833333333336,3.9986434331602454,14.0,0.6475,0.18042195912175804,85.10416666666667,0.2916666666666667,1.3307655975414372
pop,69.33333333333333,2.0034692133618845,8.0,0.7514583333333332,0.18848065311119394,85.08333333333333,0.1875,1.367673079147932
pop,56.979166666666664,4.6434971704763885,15.0,0.6733333333333333,0.16633717430434955,83.47916666666667,0.3333333333333333,1.3146801451723749
pop,62.1875,2.1857135562557137,10.0,0.7233333333333333,0.21491600426419827,83.125,0.22916666666666666,1.336197316434688
pop,67.52083333333333,3.403365878884542,13.0,0.7018749999999999,0.1807006761885522,85.54166666666667,0.2708333333333333,1.3084673924699401
pop,59.104166666666664,2.9385340969416855,11.0,0.6831250000000001,0.19846448307358844,84.1875,0.25,1.2875417251410444
pop,74.52083333333333,4.627767565348209,15.0,0.7345833333333335,0.18708240534291004,85.625,0.3333333333333333,1.4414795477407933
pop,66.97916666666667,2.8902824496731956,13.0,0.77,0.2166410241236256,86.10416666666667,0.2916666666666667,1.5155747930645216
pop,67.75,3.152380053229623,12.0,0.6845833333333333,0.19050326258506847,84.52083333333333,0.2708333333333333,1.4511823748919093
pop,68.0,1.848422751068236,8.0,0.7089583333333334,0.23136586811920976,85.5625,0.1875,1.3341630133268838
pop,60.5625,2.235194342780958,9.0,0.7537499999999998,0.23853393364467038,84.08333333333333,0.20833333333333334,1.4725494870636833
pop,59.166666666666664,1.711886548681178,8.0,0.7116666666666666,0.20074168033127107,85.47916666666667,0.1875,1.3778957326546533
pop,54.958333333333336,3.341396497806801,11.0,0.7322916666666667,0.1861142075820352,83.625,0.22916666666666666,1.1358593885139694
pop,66.97916666666667,2.295735025118438,9.0,0.7135416666666666,0.17783992782993235,86.4375,0.20833333333333334,1.4084399288030096
pop,69.5,3.310337344340201,12.0,0.6454166666666666,0.21732232525802672,85.58333333333333,0.2708333333333333,1.3500163471672602
pop,55.958333333333336,3.0683758823774436,11.0,0.7183333333333334,0.19551569985269437,84.875,0.25,1.324286495284718
pop,70.04166666666667,3.582121888241971,14.0,0.6927083333333334,0.15969684279040153,85.10416666666667,0.3125,1.426642945892784
pop,65.54166666666667,2.9436254101966774,9.0,0.7270833333333333,0.18512336352341435,84.60416666666667,0.20833333333333334,1.2196519700397035
pop,68.3125,4.574185947612245,16.0,0.7066666666666667,0.18363611361119095,86.58333333333333,0.3541666666666667,1.3935764164947075
pop,57.125,4.833153732295301,17.0,0.6827083333333333,0.18858839200020297,84.45833333333333,0.3541666666666667,1.3283822364925928
pop,59.958333333333336,4.296114200323617,16.0,0.719375,0.17732275481449075,85.72916666666667,0.3541666666666667,1.2413576294310487
pop,63.416666666666664,2.271502195073168,9.0,0.7110416666666667,0.20553020442396186,85.45833333333333,0.20833333333333334,1.3834696346390516
pop,64.27083333333333,1.6424014852918543,7.0,0.6614583333333334,0.18925280252585136,82.08333333333333,0.16666666666666666,1.327359485998487
